ID,Title,Week,Day,Hour,Status,Work Seconds,Break Seconds
2569,Build LIN signal response with protected identifier,21,3,2,Pending,0,0
2570,Handle LIN frame timing constraints and bit synchronization,21,3,3,Pending,0,0
2571,Design LIN master schedule table with collision avoidance,21,4,1,Pending,0,0
2572,Implement LIN diagnostic frame scheduling,21,4,2,Pending,0,0
2573,Build LIN event-triggered frame mechanism,21,4,3,Pending,0,0
2574,Design CAN-to-LIN gateway message routing table,21,5,1,Pending,0,0
2575,Implement bidirectional gateway with signal translation,21,5,2,Pending,0,0
2576,Build gateway timing manager for LIN scheduling,21,5,3,Pending,0,0
2577,Define integration acceptance criteria,21,6,1,Pending,0,0
2578,Debug integration failures systematically,21,6,2,Pending,0,0
2579,Validate integration against requirements,21,6,3,Pending,0,0
2580,Review and refactor week code samples,21,7,1,Pending,0,0
2581,Document CAN-FD bit timing calculations and transceiver specs,21,7,2,Pending,0,0
2582,Set measurable learning goals,21,7,3,Pending,0,0
3675,ISO-TP Segmentation,22,1,1,Pending,0,0
3676,ISO-TP Flow Control,22,1,2,Pending,0,0
3677,ISO-TP State Machine,22,1,3,Pending,0,0
3678,ISO-TP Error Handling,22,2,1,Pending,0,0
3679,ISO-TP Buffer Management,22,2,2,Pending,0,0
3680,ISO-TP Testing,22,2,3,Pending,0,0
3681,UDS Service Implementation,22,3,1,Pending,0,0
3682,UDS Security Access,22,3,2,Pending,0,0
3683,UDS Data Transfer,22,3,3,Pending,0,0
3684,UDS Client Design,22,4,1,Pending,0,0
3685,UDS Request/Response,22,4,2,Pending,0,0
3686,UDS Fault Code Handling,22,4,3,Pending,0,0
2595,Build virtual CAN network with multiple ECU simulators,22,5,1,Pending,0,0
2596,Implement UDS client-server communication in simulation,22,5,2,Pending,0,0
2597,Generate CAN traffic patterns for stress testing,22,5,3,Pending,0,0
2598,Plan system integration approach and dependencies,22,6,1,Pending,0,0
2599,Execute component interface tests,22,6,2,Pending,0,0
2600,Review integration test results and metrics,22,6,3,Pending,0,0
2601,Identify gaps in understanding,22,7,1,Pending,0,0
2602,Analyze ISO-TP and UDS diagnostic protocol traces,22,7,2,Pending,0,0
2603,Schedule time for complex topics,22,7,3,Pending,0,0
2604,"Study BLE protocol stack layers (L2CAP, ATT, GAP)",23,1,1,Pending,0,0
2605,Understand BLE connection parameters and intervals,23,1,2,Pending,0,0
2606,Analyze BLE advertising packet structure,23,1,3,Pending,0,0
2607,Design custom GATT service with characteristics,23,2,1,Pending,0,0
2608,Implement GATT read/write/notify operations,23,2,2,Pending,0,0
2609,Test GATT profile with BLE scanner app,23,2,3,Pending,0,0
2610,Configure BLE sniffer for connection event capture,23,3,1,Pending,0,0
2611,Debug BLE advertising and scanning with protocol analyzer,23,3,2,Pending,0,0
2612,Profile BLE power consumption during connection intervals,23,3,3,Pending,0,0
2613,Profile BLE connection event timing,23,4,1,Pending,0,0
2614,Measure RSSI and connection quality metrics,23,4,2,Pending,0,0
2615,Optimize BLE throughput and latency,23,4,3,Pending,0,0
2616,Analyze hardware timing diagrams,23,5,1,Pending,0,0
2617,Practice peripheral configuration independently,23,5,2,Pending,0,0
2618,Build working prototype using week concepts,23,5,3,Pending,0,0
2619,Identify integration test points and interfaces,23,6,1,Pending,0,0
2620,Test data format conversion points,23,6,2,Pending,0,0
2621,Analyze component coupling issues,23,6,3,Pending,0,0
2622,Connect concepts to earlier learnings,23,7,1,Pending,0,0
2623,Document BLE connection parameters and GATT profile design,23,7,2,Pending,0,0
2624,Plan project work for next week,23,7,3,Pending,0,0
2625,Configure ESP32-C3 Ethernet MAC and PHY,24,1,1,Pending,0,0
2626,Set up dual-stack IPv4/IPv6 networking,24,1,2,Pending,0,0
2627,Test Ethernet connectivity with ping and traceroute,24,1,3,Pending,0,0
2628,Implement TCP client/server on ESP32,24,2,1,Pending,0,0
2629,Handle socket errors and reconnection,24,2,2,Pending,0,0
2630,Measure TCP throughput and latency,24,2,3,Pending,0,0
2631,Explore lwIP netconn and socket APIs for TCP/UDP,24,3,1,Pending,0,0
2632,Configure lwIP memory pools and pbuf management,24,3,2,Pending,0,0
2633,Debug lwIP with LWIP_DEBUG and packet tracing,24,3,3,Pending,0,0
2634,Capture Ethernet frames with Wireshark,24,4,1,Pending,0,0
2635,Analyze TCP handshake and data transfer,24,4,2,Pending,0,0
2636,Debug network issues with packet inspection,24,4,3,Pending,0,0
2637,Filter packets by protocol and port,24,5,1,Pending,0,0
2638,Analyze MQTT publish/subscribe traffic,24,5,2,Pending,0,0
2639,Identify network bottlenecks and optimize,24,5,3,Pending,0,0
2640,Design integration validation strategy,24,6,1,Pending,0,0
2641,Test error handling at integration points,24,6,2,Pending,0,0
2642,Document integration lessons learned,24,6,3,Pending,0,0
2643,Prepare for next week topics,24,7,1,Pending,0,0
2644,Review LwIP stack configuration and TCP socket handling,24,7,2,Pending,0,0
2645,Prepare development environment,24,7,3,Pending,0,0
2646,Integrate mbedTLS with Zephyr/FreeRTOS networking stack,25,1,1,Pending,0,0
2647,Configure TLS cipher suites for embedded resource constraints,25,1,2,Pending,0,0
2648,Implement TLS session resumption for low-latency reconnects,25,1,3,Pending,0,0
2649,Build certificate chain validation with hardware crypto acceleration,25,2,1,Pending,0,0
2650,Handle TLS handshake timeouts and retransmission,25,2,2,Pending,0,0
2651,Debug TLS connection with Wireshark decryption,25,2,3,Pending,0,0
3687,Certificate-Based Auth,25,3,1,Pending,0,0
3688,Secure Key Injection,25,3,2,Pending,0,0
3689,Hardware Security Module,25,3,3,Pending,0,0
2655,Conduct firmware penetration testing for common vulnerabilities,25,4,1,Pending,0,0
2656,Build threat model using STRIDE methodology,25,4,2,Pending,0,0
2657,Implement security countermeasures from threat analysis,25,4,3,Pending,0,0
2658,Test buffer overflow and injection attack vectors,25,5,1,Pending,0,0
2659,Validate secure boot chain against tampering,25,5,2,Pending,0,0
2660,Document security test results and remediation plan,25,5,3,Pending,0,0
2661,Map component interactions for integration,25,6,1,Pending,0,0
2662,Verify clock domain crossing timing,25,6,2,Pending,0,0
2663,Assess system stability post-integration,25,6,3,Pending,0,0
2664,Consolidate understanding of week topics,25,7,1,Pending,0,0
2665,Summarize TLS handshake implementation and certificate chain,25,7,2,Pending,0,0
2666,Outline objectives for upcoming week,25,7,3,Pending,0,0
2667,Design update orchestration server with device registry,26,1,1,Pending,0,0
2668,Build firmware distribution pipeline with CDN integration,26,1,2,Pending,0,0
2669,Implement device authentication for update authorization,26,1,3,Pending,0,0
2670,Create update manifest format with version dependencies,26,2,1,Pending,0,0
2671,Build update campaign management with targeting rules,26,2,2,Pending,0,0
2672,Implement update scheduling with maintenance windows,26,2,3,Pending,0,0
2673,Design canary deployment strategy with staged rollout,26,3,1,Pending,0,0
2674,Build rollout monitoring with success rate thresholds,26,3,2,Pending,0,0
2675,Implement automatic rollback on failure detection,26,3,3,Pending,0,0
2676,Create device health reporting with heartbeat mechanism,26,4,1,Pending,0,0
2677,Build telemetry aggregation pipeline for fleet analytics,26,4,2,Pending,0,0
2678,Implement alert thresholds for fleet health monitoring,26,4,3,Pending,0,0
2679,Research advanced configuration options,26,5,1,Pending,0,0
2680,Build test fixture for experimentation,26,5,2,Pending,0,0
2681,Extend examples with custom modifications,26,5,3,Pending,0,0
2682,Prepare integration environment setup,26,6,1,Pending,0,0
2683,Run end-to-end system tests,26,6,2,Pending,0,0
2684,Evaluate performance at integration points,26,6,3,Pending,0,0
2685,Create summary notes for key concepts,26,7,1,Pending,0,0
2686,Evaluate OTA update infrastructure and delta patching strategies,26,7,2,Pending,0,0
2687,Identify resources needed for next phase,26,7,3,Pending,0,0
3690,BLE Stack Architecture,27,1,1,Pending,0,0
3691,BLE Advertising,27,1,2,Pending,0,0
3692,BLE Connection Parameters,27,1,3,Pending,0,0
3693,GATT Service Definition,27,2,1,Pending,0,0
3694,GATT Notifications,27,2,2,Pending,0,0
3695,GATT Descriptors,27,2,3,Pending,0,0
3696,BLE Peripheral Implementation,27,3,1,Pending,0,0
3697,BLE Central Implementation,27,3,2,Pending,0,0
3698,BLE Debugging,27,3,3,Pending,0,0
3699,WiFi Station Mode,27,4,1,Pending,0,0
3700,WiFi SoftAP Mode,27,4,2,Pending,0,0
3701,WiFi Provisioning Flow,27,4,3,Pending,0,0
2700,MQTT Protocol,27,5,1,Pending,0,0
2701,Implement MQTT client with QoS handling,27,5,2,Pending,0,0
2702,MQTT Security,27,5,3,Pending,0,0
2703,Embedded Security Basics,27,6,1,Pending,0,0
2704,Secure Coding,27,6,2,Pending,0,0
2705,Security Testing,27,6,3,Pending,0,0
2706,Define integration acceptance criteria,27,7,1,Pending,0,0
2707,Debug integration failures systematically,27,7,2,Pending,0,0
2708,Validate integration against requirements,27,7,3,Pending,0,0
3702,Wear Leveling Concepts,28,1,1,Pending,0,0
3703,LittleFS Integration,28,1,2,Pending,0,0
3704,Filesystem Corruption Recovery,28,1,3,Pending,0,0
3705,Flash Translation Layer,28,2,1,Pending,0,0
3706,Journaling Filesystems,28,2,2,Pending,0,0
3707,Filesystem Testing,28,2,3,Pending,0,0
2715,Design Protocol Buffers schema for sensor telemetry,28,3,1,Pending,0,0
2716,Implement CBOR encoding for bandwidth-efficient data,28,3,2,Pending,0,0
2717,Build MessagePack serialization for structured logs,28,3,3,Pending,0,0
2718,Implement edge-side data filtering and aggregation,28,4,1,Pending,0,0
2719,Build local anomaly detection before cloud upload,28,4,2,Pending,0,0
2720,Design analytics pipeline for resource-constrained edge,28,4,3,Pending,0,0
2721,Compare implementation approaches,28,5,1,Pending,0,0
2722,Implement feature without reference code,28,5,2,Pending,0,0
2723,Solve real-world problem using new skills,28,5,3,Pending,0,0
2724,Plan system integration approach and dependencies,28,6,1,Pending,0,0
2725,Execute component interface tests,28,6,2,Pending,0,0
2726,Review integration test results and metrics,28,6,3,Pending,0,0
2727,Review and refactor week code samples,28,7,1,Pending,0,0
2728,Review data pipeline buffering strategies and storage formats,28,7,2,Pending,0,0
2729,Set measurable learning goals,28,7,3,Pending,0,0
3708,Structured Logging Design,29,1,1,Pending,0,0
3709,Circular Log Buffer,29,1,2,Pending,0,0
3710,Log Compression,29,1,3,Pending,0,0
3711,Remote Logging Protocol,29,2,1,Pending,0,0
3712,Log Filtering and Routing,29,2,2,Pending,0,0
3713,Log Analysis Dashboard,29,2,3,Pending,0,0
3714,Crash Dump Generation,29,3,1,Pending,0,0
3715,Core File Format,29,3,2,Pending,0,0
3716,Post-Mortem Debugging,29,3,3,Pending,0,0
2739,Debugging Techniques,29,4,1,Pending,0,0
2740,Use GDB for debugging firmware and inspecting variables,29,4,2,Pending,0,0
2741,Core Dump Analysis,29,4,3,Pending,0,0
2742,Investigate edge cases and limitations,29,5,1,Pending,0,0
2743,Optimize implementation for performance,29,5,2,Pending,0,0
2744,Create reusable code module from learnings,29,5,3,Pending,0,0
2745,Identify integration test points and interfaces,29,6,1,Pending,0,0
2746,Validate buffer management between layers,29,6,2,Pending,0,0
2747,Analyze component coupling issues,29,6,3,Pending,0,0
2748,Identify gaps in understanding,29,7,1,Pending,0,0
2749,Analyze distributed logging with syslog-ng and trace correlation,29,7,2,Pending,0,0
2750,Schedule time for complex topics,29,7,3,Pending,0,0
2751,Design gateway-MCU communication protocol over serial/SPI,30,1,1,Pending,0,0
2752,Implement secure handshake with mutual authentication,30,1,2,Pending,0,0
2753,Build connection state machine with reconnection logic,30,1,3,Pending,0,0
2754,Create Linux-side gateway service with D-Bus interface,30,2,1,Pending,0,0
2755,Implement message routing between MCU and cloud endpoints,30,2,2,Pending,0,0
2756,Build health monitoring for gateway-MCU link,30,2,3,Pending,0,0
2757,Deploy containerized workloads on Linux gateway,30,3,1,Pending,0,0
2758,Configure Docker/Podman for edge compute,30,3,2,Pending,0,0
2759,Implement container orchestration with K3s,30,3,3,Pending,0,0
2760,Establish secure firmware update channel over TLS,30,4,1,Pending,0,0
2761,Implement mutual authentication for gateway,30,4,2,Pending,0,0
2762,Build encrypted command channel with AES-GCM,30,4,3,Pending,0,0
2763,Study industry best practices,30,5,1,Pending,0,0
2764,Practice troubleshooting common issues,30,5,2,Pending,0,0
2765,Document implementation patterns for portfolio,30,5,3,Pending,0,0
2766,Design integration validation strategy,30,6,1,Pending,0,0
2767,Test error handling at integration points,30,6,2,Pending,0,0
2768,Document integration lessons learned,30,6,3,Pending,0,0
2769,Connect concepts to earlier learnings,30,7,1,Pending,0,0
2770,Document gateway routing tables and protocol translation logic,30,7,2,Pending,0,0
2771,Plan project work for next week,30,7,3,Pending,0,0
3717,Memory Protection Unit,31,1,1,Pending,0,0
3718,Static Partitioning,31,1,2,Pending,0,0
3719,Inter-Partition Communication,31,1,3,Pending,0,0
3720,ARM TrustZone Basics,31,2,1,Pending,0,0
3721,Secure Boot Chain,31,2,2,Pending,0,0
3722,Secure World Services,31,2,3,Pending,0,0
3723,Hypervisor Concepts,31,3,1,Pending,0,0
3724,Xen on ARM Evaluation,31,3,2,Pending,0,0
3725,Virtual Machine Configuration,31,3,3,Pending,0,0
3726,Safety Case Structure,31,4,1,Pending,0,0
3727,Safety Requirements Traceability,31,4,2,Pending,0,0
3728,Safety Validation Plan,31,4,3,Pending,0,0
2784,Study reference manual sections in depth,31,5,1,Pending,0,0
2785,Complete hands-on debugging exercise,31,5,2,Pending,0,0
2786,Apply learned concepts to practical implementation,31,5,3,Pending,0,0
2787,Map component interactions for integration,31,6,1,Pending,0,0
2788,Validate interrupt latency constraints,31,6,2,Pending,0,0
2789,Assess system stability post-integration,31,6,3,Pending,0,0
2790,Prepare for next week topics,31,7,1,Pending,0,0
2791,Summarize mixed-criticality scheduling and hypervisor partitioning,31,7,2,Pending,0,0
2792,Prepare development environment,31,7,3,Pending,0,0
2793,Rehearse end-to-end demo with full hardware setup,32,1,1,Pending,0,0
2794,Validate demo scenario flow and timing,32,1,2,Pending,0,0
2795,Prepare demo backup plan and fallback scenarios,32,1,3,Pending,0,0
2796,Execute live demo run-through with stakeholders,32,2,1,Pending,0,0
2797,Collect demo feedback and refine presentation,32,2,2,Pending,0,0
2798,Document demo highlights and technical achievements,32,2,3,Pending,0,0
2799,Conduct thorough peer code review,32,3,1,Pending,0,0
2800,Design Review,32,3,2,Pending,0,0
2801,Documentation Review,32,3,3,Pending,0,0
2802,Conduct thorough peer code review,32,4,1,Pending,0,0
2803,Design Review,32,4,2,Pending,0,0
2804,Documentation Review,32,4,3,Pending,0,0
2805,Analyze hardware timing diagrams,32,5,1,Pending,0,0
2806,Practice peripheral configuration independently,32,5,2,Pending,0,0
2807,Build working prototype using week concepts,32,5,3,Pending,0,0
2808,Prepare integration environment setup,32,6,1,Pending,0,0
2809,Run end-to-end system tests,32,6,2,Pending,0,0
2810,Evaluate performance at integration points,32,6,3,Pending,0,0
2811,Consolidate understanding of week topics,32,7,1,Pending,0,0
2812,Compile phase 2 learnings and integration patterns documentation,32,7,2,Pending,0,0
2813,Outline objectives for upcoming week,32,7,3,Pending,0,0
2814,Collect sensor data for TinyML training dataset,33,1,1,Pending,0,0
2815,Label training data with annotation tools,33,1,2,Pending,0,0
2816,Split dataset into train/validation/test sets,33,1,3,Pending,0,0
2817,Perform data augmentation for diverse training,33,2,1,Pending,0,0
2818,Balance dataset classes to prevent bias,33,2,2,Pending,0,0
2819,Export dataset in TensorFlow-compatible format,33,2,3,Pending,0,0
2820,Build CNN model for gesture recognition,33,3,1,Pending,0,0
2821,Train model with TensorFlow and evaluate accuracy,33,3,2,Pending,0,0
2822,Iterate model architecture for size/accuracy tradeoff,33,3,3,Pending,0,0
2823,Convert TensorFlow model to TFLite Micro format,33,4,1,Pending,0,0
2824,Deploy TFLite Micro interpreter on Cortex-M,33,4,2,Pending,0,0
2825,Measure inference latency and memory footprint,33,4,3,Pending,0,0
2826,Research advanced configuration options,33,5,1,Pending,0,0
2827,Build test fixture for experimentation,33,5,2,Pending,0,0
2828,Extend examples with custom modifications,33,5,3,Pending,0,0
2829,Define integration acceptance criteria,33,6,1,Pending,0,0
2830,Debug integration failures systematically,33,6,2,Pending,0,0
2831,Validate integration against requirements,33,6,3,Pending,0,0
2832,Create summary notes for key concepts,33,7,1,Pending,0,0
2833,Evaluate Edge AI model accuracy metrics and inference latency,33,7,2,Pending,0,0
2834,Identify resources needed for next phase,33,7,3,Pending,0,0
3750,Quantization Fundamentals,34,1,1,Pending,0,0
3751,Post-Training Quantization,34,1,2,Pending,0,0
3752,Quantization Error Analysis,34,1,3,Pending,0,0
3753,Quantization-Aware Training,34,2,1,Pending,0,0
3754,Mixed-Precision Quantization,34,2,2,Pending,0,0
3755,QAT vs PTQ Comparison,34,2,3,Pending,0,0
3756,Operator Fusion,34,3,1,Pending,0,0
3757,Memory Optimization,34,3,2,Pending,0,0
3758,CMSIS-NN Optimization,34,3,3,Pending,0,0
3759,Inference Benchmarking,34,4,1,Pending,0,0
3760,Power Profiling,34,4,2,Pending,0,0
3761,Performance Report,34,4,3,Pending,0,0
2847,Compare implementation approaches,34,5,1,Pending,0,0
2848,Implement feature without reference code,34,5,2,Pending,0,0
2849,Solve real-world problem using new skills,34,5,3,Pending,0,0
2850,Plan system integration approach and dependencies,34,6,1,Pending,0,0
2851,Execute component interface tests,34,6,2,Pending,0,0
2852,Review integration test results and metrics,34,6,3,Pending,0,0
2853,Review and refactor week code samples,34,7,1,Pending,0,0
2854,Document quantization trade-offs and INT8 calibration results,34,7,2,Pending,0,0
2855,Set measurable learning goals,34,7,3,Pending,0,0
3762,Feature Extraction,35,1,1,Pending,0,0
3763,Feature Selection,35,1,2,Pending,0,0
3764,Feature Normalization,35,1,3,Pending,0,0
3765,Window-Based Features,35,2,1,Pending,0,0
3766,Statistical Features,35,2,2,Pending,0,0
3767,Frequency Features,35,2,3,Pending,0,0
3768,Kalman Filter Implementation,35,3,1,Pending,0,0
3769,Extended Kalman Filter,35,3,2,Pending,0,0
3770,Adaptive Filter Tuning,35,3,3,Pending,0,0
3771,Online Learning Concepts,35,4,1,Pending,0,0
3772,On-Device Model Update,35,4,2,Pending,0,0
3773,Continual Learning,35,4,3,Pending,0,0
2868,Investigate edge cases and limitations,35,5,1,Pending,0,0
2869,Optimize implementation for performance,35,5,2,Pending,0,0
2870,Create reusable code module from learnings,35,5,3,Pending,0,0
2871,Identify integration test points and interfaces,35,6,1,Pending,0,0
2872,Check data integrity across boundaries,35,6,2,Pending,0,0
2873,Analyze component coupling issues,35,6,3,Pending,0,0
2874,Identify gaps in understanding,35,7,1,Pending,0,0
2875,Review sensor fusion algorithm accuracy with IMU/magnetometer data,35,7,2,Pending,0,0
2876,Schedule time for complex topics,35,7,3,Pending,0,0
2877,Understand USB speed classes (LS/FS/HS/SS) and signaling,36,1,1,Pending,0,0
2878,"Analyze USB packet structure: token, data, handshake",36,1,2,Pending,0,0
2879,"Study USB endpoint types: control, bulk, interrupt, isochronous",36,1,3,Pending,0,0
2880,Implement USB CDC class for virtual COM port,36,2,1,Pending,0,0
2881,Implement USB HID class for keyboard/mouse emulation,36,2,2,Pending,0,0
2882,Implement USB MSC class for mass storage device,36,2,3,Pending,0,0
2883,Analyze USB D+/D- differential signaling with oscilloscope,36,3,1,Pending,0,0
2884,Implement USB descriptor creation and parsing,36,3,2,Pending,0,0
2885,Handle USB suspend/resume power management,36,3,3,Pending,0,0
2886,Configure USB host controller for enumeration,36,4,1,Pending,0,0
2887,Implement USB host class driver for HID devices,36,4,2,Pending,0,0
2888,Build USB hub support with multi-device handling,36,4,3,Pending,0,0
2889,Capture USB traffic with Wireshark USBPcap,36,5,1,Pending,0,0
2890,Debug USB enumeration failures with protocol analyzer,36,5,2,Pending,0,0
2891,Analyze USB timing with logic analyzer,36,5,3,Pending,0,0
2892,Optimize USB bulk transfer throughput,36,6,1,Pending,0,0
2893,Measure USB latency and jitter for real-time applications,36,6,2,Pending,0,0
2894,Implement double-buffering for continuous data streaming,36,6,3,Pending,0,0
2895,Design integration validation strategy,36,7,1,Pending,0,0
2896,Test error handling at integration points,36,7,2,Pending,0,0
2897,Document integration lessons learned,36,7,3,Pending,0,0
3729,ISO 26262 Standard Structure,37,1,1,Pending,0,0
3730,ASIL A/B/C/D Classification,37,1,2,Pending,0,0
3731,Safety Lifecycle Overview,37,1,3,Pending,0,0
3732,Hazard Identification,37,2,1,Pending,0,0
3733,Risk Assessment Matrix,37,2,2,Pending,0,0
3734,Safety Goals Derivation,37,2,3,Pending,0,0
3735,Functional Safety Requirements,37,3,1,Pending,0,0
3736,Safety Mechanisms,37,3,2,Pending,0,0
3737,Fault Tolerance Time Interval,37,3,3,Pending,0,0
3738,Hardware Safety Requirements,37,4,1,Pending,0,0
3739,Software Safety Requirements,37,4,2,Pending,0,0
3740,Hardware-Software Interface,37,4,3,Pending,0,0
3741,FMEA for Hardware,37,5,1,Pending,0,0
3742,FTA (Fault Tree Analysis),37,5,2,Pending,0,0
3743,FMEDA Calculation,37,5,3,Pending,0,0
3744,Safety Case Structure,37,6,1,Pending,0,0
3745,Verification Planning,37,6,2,Pending,0,0
3746,Validation Activities,37,6,3,Pending,0,0
3747,Safety Documentation Review,37,7,1,Pending,0,0
3748,ASIL Decomposition Practice,37,7,2,Pending,0,0
3749,Functional Safety Quiz,37,7,3,Pending,0,0
2919,USB Fundamentals,38,1,1,Pending,0,0
2920,USB Device Mode,38,1,2,Pending,0,0
2921,Implement Modbus RTU protocol for industrial communication,38,1,3,Pending,0,0
2922,USB Fundamentals,38,2,1,Pending,0,0
2923,USB Device Mode,38,2,2,Pending,0,0
2924,Design Modbus TCP gateway for PLC integration,38,2,3,Pending,0,0
2925,Trace USB enumeration sequence with logic analyzer,38,3,1,Pending,0,0
2926,Implement USB SET_CONFIGURATION handling,38,3,2,Pending,0,0
2927,Debug enumeration failures with USB protocol analyzer,38,3,3,Pending,0,0
2928,Implement USB CDC ACM class for virtual serial port,38,4,1,Pending,0,0
2929,Handle CDC SET_LINE_CODING and SET_CONTROL_LINE_STATE,38,4,2,Pending,0,0
2930,Test CDC data transfer throughput with serial terminal,38,4,3,Pending,0,0
2931,Implement HID report descriptor for keyboard,38,5,1,Pending,0,0
2932,Build HID mouse with button and movement reports,38,5,2,Pending,0,0
2933,Create composite HID device with multiple interfaces,38,5,3,Pending,0,0
2934,USB Fundamentals,38,6,1,Pending,0,0
2935,USB Device Mode,38,6,2,Pending,0,0
2936,USB Debugging,38,6,3,Pending,0,0
2937,USB Fundamentals,38,7,1,Pending,0,0
2938,USB Device Mode,38,7,2,Pending,0,0
2939,USB Debugging,38,7,3,Pending,0,0
3774,Camera Interface Setup,39,1,1,Pending,0,0
3775,Image Format Handling,39,1,2,Pending,0,0
3776,Frame Buffer Management,39,1,3,Pending,0,0
3777,ISP Pipeline Basics,39,2,1,Pending,0,0
3778,Image Preprocessing,39,2,2,Pending,0,0
3779,DMA for Image Transfer,39,2,3,Pending,0,0
3780,Object Detection Models,39,3,1,Pending,0,0
3781,Model Selection Criteria,39,3,2,Pending,0,0
3782,Model Conversion,39,3,3,Pending,0,0
3783,Inference Pipeline Design,39,4,1,Pending,0,0
3784,NMS Implementation,39,4,2,Pending,0,0
3785,Latency Optimization,39,4,3,Pending,0,0
2952,Study industry best practices,39,5,1,Pending,0,0
2953,Practice troubleshooting common issues,39,5,2,Pending,0,0
2954,Document implementation patterns for portfolio,39,5,3,Pending,0,0
2955,Map component interactions for integration,39,6,1,Pending,0,0
2956,Test real-time deadline compliance,39,6,2,Pending,0,0
2957,Assess system stability post-integration,39,6,3,Pending,0,0
2958,Connect concepts to earlier learnings,39,7,1,Pending,0,0
2959,Analyze computer vision pipeline performance on Cortex-M/DSP,39,7,2,Pending,0,0
2960,Plan project work for next week,39,7,3,Pending,0,0
2961,Draft project-specific safety plan per ISO 26262 Part 2,40,1,1,Pending,0,0
2962,Define safety lifecycle phases and gate reviews,40,1,2,Pending,0,0
2963,Establish safety organization roles and responsibilities,40,1,3,Pending,0,0
2964,Create safety plan compliance matrix,40,2,1,Pending,0,0
2965,Document configuration management for safety artifacts,40,2,2,Pending,0,0
2966,Define tool qualification requirements,40,2,3,Pending,0,0
2967,Derive software safety requirements from system design,40,3,1,Pending,0,0
2968,"Apply ASIL-specific coding guidelines (MISRA, AUTOSAR)",40,3,2,Pending,0,0
2969,Document software architecture safety analysis,40,3,3,Pending,0,0
2970,Create software verification plan per ISO 26262 Part 6,40,4,1,Pending,0,0
2971,Define test coverage targets for each ASIL level,40,4,2,Pending,0,0
2972,Plan code review and static analysis activities,40,4,3,Pending,0,0
2973,Study reference manual sections in depth,40,5,1,Pending,0,0
2974,Complete hands-on debugging exercise,40,5,2,Pending,0,0
2975,Apply learned concepts to practical implementation,40,5,3,Pending,0,0
2976,Prepare integration environment setup,40,6,1,Pending,0,0
2977,Run end-to-end system tests,40,6,2,Pending,0,0
2978,Evaluate performance at integration points,40,6,3,Pending,0,0
2979,Prepare for next week topics,40,7,1,Pending,0,0
2980,Summarize functional safety standards mapping to AUTOSAR layers,40,7,2,Pending,0,0
2981,Prepare development environment,40,7,3,Pending,0,0
3786,Diagnostic Coverage Basics,41,1,1,Pending,0,0
3787,Single Point Fault Metric,41,1,2,Pending,0,0
3788,Latent Fault Metric,41,1,3,Pending,0,0
3789,Diagnostic Coverage Analysis,41,2,1,Pending,0,0
3790,Coverage Improvement,41,2,2,Pending,0,0
3791,Documentation for Certification,41,2,3,Pending,0,0
3792,Redundant Sensor Design,41,3,1,Pending,0,0
3793,Redundant Computation,41,3,2,Pending,0,0
3794,Voting Mechanisms,41,3,3,Pending,0,0
3795,Fault Injection Test Design,41,4,1,Pending,0,0
3796,Hardware Fault Injection,41,4,2,Pending,0,0
3797,Software Fault Injection,41,4,3,Pending,0,0
2994,Analyze hardware timing diagrams,41,5,1,Pending,0,0
2995,Practice peripheral configuration independently,41,5,2,Pending,0,0
2996,Build working prototype using week concepts,41,5,3,Pending,0,0
2997,Define integration acceptance criteria,41,6,1,Pending,0,0
2998,Debug integration failures systematically,41,6,2,Pending,0,0
2999,Validate integration against requirements,41,6,3,Pending,0,0
3000,Consolidate understanding of week topics,41,7,1,Pending,0,0
3001,Document diagnostic coverage analysis and FMEDA calculations,41,7,2,Pending,0,0
3002,Outline objectives for upcoming week,41,7,3,Pending,0,0
3003,Study AOSP Vehicle HAL architecture and HIDL interfaces,42,1,1,Pending,0,0
3004,Implement custom vehicle property in Vehicle HAL,42,1,2,Pending,0,0
3005,Test Vehicle HAL with Android Automotive emulator,42,1,3,Pending,0,0
3006,Extend Vehicle HAL for OEM-specific features,42,2,1,Pending,0,0
3007,Debug HAL communication with adb and logcat,42,2,2,Pending,0,0
3008,Profile Vehicle HAL performance with systrace,42,2,3,Pending,0,0
3009,Build Android-MCU serial communication bridge,42,3,1,Pending,0,0
3010,Implement message protocol between Android and MCU,42,3,2,Pending,0,0
3011,Test integration harness with real-time data exchange,42,3,3,Pending,0,0
3012,Embedded Security Basics,42,4,1,Pending,0,0
3013,Secure Coding,42,4,2,Pending,0,0
3014,Security Testing,42,4,3,Pending,0,0
3015,Research advanced configuration options,42,5,1,Pending,0,0
3016,Build test fixture for experimentation,42,5,2,Pending,0,0
3017,Extend examples with custom modifications,42,5,3,Pending,0,0
3018,Plan system integration approach and dependencies,42,6,1,Pending,0,0
3019,Execute component interface tests,42,6,2,Pending,0,0
3020,Review integration test results and metrics,42,6,3,Pending,0,0
3021,Create summary notes for key concepts,42,7,1,Pending,0,0
3022,Review Android Automotive HAL implementation and vehicle abstraction,42,7,2,Pending,0,0
3023,Identify resources needed for next phase,42,7,3,Pending,0,0
3024,Design PCB test fixture with pogo pins for production,43,1,1,Pending,0,0
3025,Create fixture wiring diagram for automated testing,43,1,2,Pending,0,0
3026,Build boundary scan chain for PCB fault detection,43,1,3,Pending,0,0
