ID,Title,Description,AI Prompt,Day ID,Day Number,Week ID,Week Number,Hour Number,Status,Estimated Hours
201,Phase retrospective & backlog grooming (Segment 3/4),"Hold retro, capture metrics, adjust backlog priorities for next phase.",Analyze retro notes; produce action items and guardrails for Phase 2.,87,3,14,15,12,pending,0.8666666666666667
202,Phase retrospective & backlog grooming (Segment 4/4),"Hold retro, capture metrics, adjust backlog priorities for next phase.",Analyze retro notes; produce action items and guardrails for Phase 2.,88,4,14,15,13,pending,0.8666666666666667
203,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,89,5,14,15,14,pending,0.75
204,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",90,6,14,15,15,pending,2.0
205,Custom Zephyr board definition (Segment 1/6),"Author Devicetree overlays, Kconfig fragments, and pin-control for bespoke STM32 board.","Inspect my Zephyr board port; identify missing regulators, sensors, or power domains.",92,1,15,16,1,pending,1.0
206,Custom Zephyr board definition (Segment 2/6),"Author Devicetree overlays, Kconfig fragments, and pin-control for bespoke STM32 board.","Inspect my Zephyr board port; identify missing regulators, sensors, or power domains.",92,1,15,16,2,pending,1.0
207,Custom Zephyr board definition (Segment 3/6),"Author Devicetree overlays, Kconfig fragments, and pin-control for bespoke STM32 board.","Inspect my Zephyr board port; identify missing regulators, sensors, or power domains.",92,1,15,16,3,pending,1.0
208,Custom Zephyr board definition (Segment 4/6),"Author Devicetree overlays, Kconfig fragments, and pin-control for bespoke STM32 board.","Inspect my Zephyr board port; identify missing regulators, sensors, or power domains.",92,1,15,16,4,pending,1.0
209,Custom Zephyr board definition (Segment 5/6),"Author Devicetree overlays, Kconfig fragments, and pin-control for bespoke STM32 board.","Inspect my Zephyr board port; identify missing regulators, sensors, or power domains.",93,2,15,16,5,pending,1.0
210,Custom Zephyr board definition (Segment 6/6),"Author Devicetree overlays, Kconfig fragments, and pin-control for bespoke STM32 board.","Inspect my Zephyr board port; identify missing regulators, sensors, or power domains.",93,2,15,16,6,pending,1.0
211,Kernel services tour (Segment 1/4),"Prototype threads, ISRs, workqueues, fibers, and MEMS pipelines with tracing hooks.",Suggest instrumentation to visualize context switches and ISR latency in Zephyr Trace.,93,2,15,16,7,pending,1.1333333333333333
212,Kernel services tour (Segment 2/4),"Prototype threads, ISRs, workqueues, fibers, and MEMS pipelines with tracing hooks.",Suggest instrumentation to visualize context switches and ISR latency in Zephyr Trace.,94,3,15,16,8,pending,1.1333333333333333
213,Kernel services tour (Segment 3/4),"Prototype threads, ISRs, workqueues, fibers, and MEMS pipelines with tracing hooks.",Suggest instrumentation to visualize context switches and ISR latency in Zephyr Trace.,94,3,15,16,9,pending,1.1166666666666667
214,Kernel services tour (Segment 4/4),"Prototype threads, ISRs, workqueues, fibers, and MEMS pipelines with tracing hooks.",Suggest instrumentation to visualize context switches and ISR latency in Zephyr Trace.,94,3,15,16,10,pending,1.1166666666666667
215,West build automation (Segment 1/4),"Script multi-target builds, unit tests, and packaging via west and CMake presets.",Optimize my west manifest for dependency reuse across targets.,95,4,15,16,11,pending,0.8833333333333333
216,West build automation (Segment 2/4),"Script multi-target builds, unit tests, and packaging via west and CMake presets.",Optimize my west manifest for dependency reuse across targets.,95,4,15,16,12,pending,0.8833333333333333
217,West build automation (Segment 3/4),"Script multi-target builds, unit tests, and packaging via west and CMake presets.",Optimize my west manifest for dependency reuse across targets.,95,4,15,16,13,pending,0.8666666666666667
218,West build automation (Segment 4/4),"Script multi-target builds, unit tests, and packaging via west and CMake presets.",Optimize my west manifest for dependency reuse across targets.,95,4,15,16,14,pending,0.8666666666666667
219,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,96,5,15,16,15,pending,0.75
220,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",97,6,15,16,16,pending,2.0
221,Catch up on incomplete tasks,Review and complete any tasks that fell behind schedule. No new content - focus on mastery.,,,N/A,16,17,,pending,5.0
222,Refactor and document code,"Clean up code from previous weeks, add comments, improve structure.",,,N/A,16,17,,pending,4.0
223,Portfolio documentation update,"Update portfolio with completed projects, screenshots, and learnings.",,,N/A,16,17,,pending,3.0
224,Knowledge consolidation & notes review,"Review notes, create summary documents, fill knowledge gaps.",,,N/A,16,17,,pending,2.0
225,Latency budgeting & rate-monotonic analysis (Segment 1/5),"Compute task deadlines, CPU utilization, and blocking time using RMA spreadsheets.",Review my RMA model; warn about overload and priority inversion risks.,99,1,17,18,1,pending,1.0
226,Latency budgeting & rate-monotonic analysis (Segment 2/5),"Compute task deadlines, CPU utilization, and blocking time using RMA spreadsheets.",Review my RMA model; warn about overload and priority inversion risks.,99,1,17,18,2,pending,1.0
227,Latency budgeting & rate-monotonic analysis (Segment 3/5),"Compute task deadlines, CPU utilization, and blocking time using RMA spreadsheets.",Review my RMA model; warn about overload and priority inversion risks.,99,1,17,18,3,pending,1.0
228,Latency budgeting & rate-monotonic analysis (Segment 4/5),"Compute task deadlines, CPU utilization, and blocking time using RMA spreadsheets.",Review my RMA model; warn about overload and priority inversion risks.,99,1,17,18,4,pending,1.0
229,Latency budgeting & rate-monotonic analysis (Segment 5/5),"Compute task deadlines, CPU utilization, and blocking time using RMA spreadsheets.",Review my RMA model; warn about overload and priority inversion risks.,100,2,17,18,5,pending,1.0
230,Time-triggered executor (Segment 1/6),Implement static schedule table with slack-stealing fallback for best-effort tasks.,Assess executor design; propose monitoring for missed frames.,100,2,17,18,6,pending,0.9166666666666666
231,Time-triggered executor (Segment 2/6),Implement static schedule table with slack-stealing fallback for best-effort tasks.,Assess executor design; propose monitoring for missed frames.,100,2,17,18,7,pending,0.9166666666666666
232,Time-triggered executor (Segment 3/6),Implement static schedule table with slack-stealing fallback for best-effort tasks.,Assess executor design; propose monitoring for missed frames.,100,2,17,18,8,pending,0.9166666666666666
233,Time-triggered executor (Segment 4/6),Implement static schedule table with slack-stealing fallback for best-effort tasks.,Assess executor design; propose monitoring for missed frames.,101,3,17,18,9,pending,0.9166666666666666
234,Time-triggered executor (Segment 5/6),Implement static schedule table with slack-stealing fallback for best-effort tasks.,Assess executor design; propose monitoring for missed frames.,101,3,17,18,10,pending,0.9166666666666666
235,Time-triggered executor (Segment 6/6),Implement static schedule table with slack-stealing fallback for best-effort tasks.,Assess executor design; propose monitoring for missed frames.,101,3,17,18,11,pending,0.9166666666666666
236,Tracing & visualization (Segment 1/4),"Capture Segger SystemView timeline, annotate context switches, and publish analysis.",Interpret SystemView export; highlight anomalies and improvements.,101,3,17,18,12,pending,0.8833333333333333
237,Tracing & visualization (Segment 2/4),"Capture Segger SystemView timeline, annotate context switches, and publish analysis.",Interpret SystemView export; highlight anomalies and improvements.,102,4,17,18,13,pending,0.8833333333333333
238,Tracing & visualization (Segment 3/4),"Capture Segger SystemView timeline, annotate context switches, and publish analysis.",Interpret SystemView export; highlight anomalies and improvements.,102,4,17,18,14,pending,0.8666666666666667
239,Tracing & visualization (Segment 4/4),"Capture Segger SystemView timeline, annotate context switches, and publish analysis.",Interpret SystemView export; highlight anomalies and improvements.,102,4,17,18,15,pending,0.8666666666666667
240,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,103,5,17,18,16,pending,0.75
241,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",104,6,17,18,17,pending,2.0
242,Chained DMA transfers (Segment 1/6),Implement cyclic DMA for ADC and audio data with double-buffered synchronization.,Review DMA configuration; recommend alignment constraints for cache coherence.,106,1,18,19,1,pending,0.9166666666666666
243,Chained DMA transfers (Segment 2/6),Implement cyclic DMA for ADC and audio data with double-buffered synchronization.,Review DMA configuration; recommend alignment constraints for cache coherence.,106,1,18,19,2,pending,0.9166666666666666
244,Chained DMA transfers (Segment 3/6),Implement cyclic DMA for ADC and audio data with double-buffered synchronization.,Review DMA configuration; recommend alignment constraints for cache coherence.,106,1,18,19,3,pending,0.9166666666666666
245,Chained DMA transfers (Segment 4/6),Implement cyclic DMA for ADC and audio data with double-buffered synchronization.,Review DMA configuration; recommend alignment constraints for cache coherence.,106,1,18,19,4,pending,0.9166666666666666
246,Chained DMA transfers (Segment 5/6),Implement cyclic DMA for ADC and audio data with double-buffered synchronization.,Review DMA configuration; recommend alignment constraints for cache coherence.,107,2,18,19,5,pending,0.9166666666666666
247,Chained DMA transfers (Segment 6/6),Implement cyclic DMA for ADC and audio data with double-buffered synchronization.,Review DMA configuration; recommend alignment constraints for cache coherence.,107,2,18,19,6,pending,0.9166666666666666
248,Zero-copy sensor framework (Segment 1/5),Design producer-consumer queues for high-rate sensor fusion with backpressure.,Assess queue API; propose bounded latency guarantees.,107,2,18,19,7,pending,1.0
249,Zero-copy sensor framework (Segment 2/5),Design producer-consumer queues for high-rate sensor fusion with backpressure.,Assess queue API; propose bounded latency guarantees.,107,2,18,19,8,pending,1.0
250,Zero-copy sensor framework (Segment 3/5),Design producer-consumer queues for high-rate sensor fusion with backpressure.,Assess queue API; propose bounded latency guarantees.,108,3,18,19,9,pending,1.0
251,Zero-copy sensor framework (Segment 4/5),Design producer-consumer queues for high-rate sensor fusion with backpressure.,Assess queue API; propose bounded latency guarantees.,108,3,18,19,10,pending,1.0
252,Zero-copy sensor framework (Segment 5/5),Design producer-consumer queues for high-rate sensor fusion with backpressure.,Assess queue API; propose bounded latency guarantees.,108,3,18,19,11,pending,1.0
253,Driver fatigue tests (Segment 1/4),"Run soak tests via pytest-benchmark capturing throughput, drops, and CPU usage.","Given benchmark CSV, identify regressions and suggest tuning knobs.",108,3,18,19,12,pending,1.0
254,Driver fatigue tests (Segment 2/4),"Run soak tests via pytest-benchmark capturing throughput, drops, and CPU usage.","Given benchmark CSV, identify regressions and suggest tuning knobs.",109,4,18,19,13,pending,1.0
255,Driver fatigue tests (Segment 3/4),"Run soak tests via pytest-benchmark capturing throughput, drops, and CPU usage.","Given benchmark CSV, identify regressions and suggest tuning knobs.",109,4,18,19,14,pending,1.0
256,Driver fatigue tests (Segment 4/4),"Run soak tests via pytest-benchmark capturing throughput, drops, and CPU usage.","Given benchmark CSV, identify regressions and suggest tuning knobs.",109,4,18,19,15,pending,1.0
257,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,110,5,18,19,16,pending,0.75
258,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",111,6,18,19,17,pending,2.0
259,CAN physical layer deep-dive (Segment 1/5),"Study CAN/CAN-FD bit timing, sample points, and transceivers (TJA1050/MCP2551). Configure STM32 bxCAN/FDCAN peripherals with proper bit rate.",Review my CAN bit timing calculations; verify sample point positioning and propagation segment values.,113,1,19,20,1,pending,1.0
260,CAN physical layer deep-dive (Segment 2/5),"Study CAN/CAN-FD bit timing, sample points, and transceivers (TJA1050/MCP2551). Configure STM32 bxCAN/FDCAN peripherals with proper bit rate.",Review my CAN bit timing calculations; verify sample point positioning and propagation segment values.,113,1,19,20,2,pending,1.0
261,CAN physical layer deep-dive (Segment 3/5),"Study CAN/CAN-FD bit timing, sample points, and transceivers (TJA1050/MCP2551). Configure STM32 bxCAN/FDCAN peripherals with proper bit rate.",Review my CAN bit timing calculations; verify sample point positioning and propagation segment values.,113,1,19,20,3,pending,1.0
262,CAN physical layer deep-dive (Segment 4/5),"Study CAN/CAN-FD bit timing, sample points, and transceivers (TJA1050/MCP2551). Configure STM32 bxCAN/FDCAN peripherals with proper bit rate.",Review my CAN bit timing calculations; verify sample point positioning and propagation segment values.,113,1,19,20,4,pending,1.0
263,CAN physical layer deep-dive (Segment 5/5),"Study CAN/CAN-FD bit timing, sample points, and transceivers (TJA1050/MCP2551). Configure STM32 bxCAN/FDCAN peripherals with proper bit rate.",Review my CAN bit timing calculations; verify sample point positioning and propagation segment values.,114,2,19,20,5,pending,1.0
264,LIN slave implementation (Segment 1/6),"Implement LIN 2.1 slave node using UART peripheral. Handle break detection, sync field, protected ID, and checksum calculation. Test with LIN master.",Review my LIN frame handler; suggest improvements for break detection robustness and checksum types.,114,2,19,20,6,pending,0.9166666666666666
265,LIN slave implementation (Segment 2/6),"Implement LIN 2.1 slave node using UART peripheral. Handle break detection, sync field, protected ID, and checksum calculation. Test with LIN master.",Review my LIN frame handler; suggest improvements for break detection robustness and checksum types.,114,2,19,20,7,pending,0.9166666666666666
266,LIN slave implementation (Segment 3/6),"Implement LIN 2.1 slave node using UART peripheral. Handle break detection, sync field, protected ID, and checksum calculation. Test with LIN master.",Review my LIN frame handler; suggest improvements for break detection robustness and checksum types.,114,2,19,20,8,pending,0.9166666666666666
267,LIN slave implementation (Segment 4/6),"Implement LIN 2.1 slave node using UART peripheral. Handle break detection, sync field, protected ID, and checksum calculation. Test with LIN master.",Review my LIN frame handler; suggest improvements for break detection robustness and checksum types.,115,3,19,20,9,pending,0.9166666666666666
268,LIN slave implementation (Segment 5/6),"Implement LIN 2.1 slave node using UART peripheral. Handle break detection, sync field, protected ID, and checksum calculation. Test with LIN master.",Review my LIN frame handler; suggest improvements for break detection robustness and checksum types.,115,3,19,20,10,pending,0.9166666666666666
269,LIN slave implementation (Segment 6/6),"Implement LIN 2.1 slave node using UART peripheral. Handle break detection, sync field, protected ID, and checksum calculation. Test with LIN master.",Review my LIN frame handler; suggest improvements for break detection robustness and checksum types.,115,3,19,20,11,pending,0.9166666666666666
270,LIN schedule table manager (Segment 1/4),Build schedule table with event-triggered and sporadic frame support. Implement sleep/wake-up management for LIN network.,Analyze my LIN schedule table; suggest optimizations for minimizing bus load and latency.,115,3,19,20,12,pending,1.0
271,LIN schedule table manager (Segment 2/4),Build schedule table with event-triggered and sporadic frame support. Implement sleep/wake-up management for LIN network.,Analyze my LIN schedule table; suggest optimizations for minimizing bus load and latency.,116,4,19,20,13,pending,1.0
272,LIN schedule table manager (Segment 3/4),Build schedule table with event-triggered and sporadic frame support. Implement sleep/wake-up management for LIN network.,Analyze my LIN schedule table; suggest optimizations for minimizing bus load and latency.,116,4,19,20,14,pending,1.0
273,LIN schedule table manager (Segment 4/4),Build schedule table with event-triggered and sporadic frame support. Implement sleep/wake-up management for LIN network.,Analyze my LIN schedule table; suggest optimizations for minimizing bus load and latency.,116,4,19,20,15,pending,1.0
274,CAN/LIN gateway prototype (Segment 1/4),Create simple CAN-to-LIN gateway translating body control messages. Log and visualize traffic flow.,Review my gateway routing logic; suggest message prioritization and error handling strategies.,116,4,19,20,16,pending,1.0
275,CAN/LIN gateway prototype (Segment 2/4),Create simple CAN-to-LIN gateway translating body control messages. Log and visualize traffic flow.,Review my gateway routing logic; suggest message prioritization and error handling strategies.,117,5,19,20,17,pending,1.0
276,CAN/LIN gateway prototype (Segment 3/4),Create simple CAN-to-LIN gateway translating body control messages. Log and visualize traffic flow.,Review my gateway routing logic; suggest message prioritization and error handling strategies.,117,5,19,20,18,pending,1.0
277,CAN/LIN gateway prototype (Segment 4/4),Create simple CAN-to-LIN gateway translating body control messages. Log and visualize traffic flow.,Review my gateway routing logic; suggest message prioritization and error handling strategies.,117,5,19,20,19,pending,1.0
278,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",118,6,19,20,20,pending,2.0
279,ISO-TP (ISO 15765-2) implementation (Segment 1/6),"Implement ISO-TP transport layer for CAN with segmentation, flow control, and multi-frame handling. Handle Single/First/Consecutive frames.","Review my ISO-TP state machine; verify flow control timing parameters (STmin, BS) and error recovery.",120,1,20,21,1,pending,0.9166666666666666
280,ISO-TP (ISO 15765-2) implementation (Segment 2/6),"Implement ISO-TP transport layer for CAN with segmentation, flow control, and multi-frame handling. Handle Single/First/Consecutive frames.","Review my ISO-TP state machine; verify flow control timing parameters (STmin, BS) and error recovery.",120,1,20,21,2,pending,0.9166666666666666
281,ISO-TP (ISO 15765-2) implementation (Segment 3/6),"Implement ISO-TP transport layer for CAN with segmentation, flow control, and multi-frame handling. Handle Single/First/Consecutive frames.","Review my ISO-TP state machine; verify flow control timing parameters (STmin, BS) and error recovery.",120,1,20,21,3,pending,0.9166666666666666
282,ISO-TP (ISO 15765-2) implementation (Segment 4/6),"Implement ISO-TP transport layer for CAN with segmentation, flow control, and multi-frame handling. Handle Single/First/Consecutive frames.","Review my ISO-TP state machine; verify flow control timing parameters (STmin, BS) and error recovery.",120,1,20,21,4,pending,0.9166666666666666
283,ISO-TP (ISO 15765-2) implementation (Segment 5/6),"Implement ISO-TP transport layer for CAN with segmentation, flow control, and multi-frame handling. Handle Single/First/Consecutive frames.","Review my ISO-TP state machine; verify flow control timing parameters (STmin, BS) and error recovery.",121,2,20,21,5,pending,0.9166666666666666
284,ISO-TP (ISO 15765-2) implementation (Segment 6/6),"Implement ISO-TP transport layer for CAN with segmentation, flow control, and multi-frame handling. Handle Single/First/Consecutive frames.","Review my ISO-TP state machine; verify flow control timing parameters (STmin, BS) and error recovery.",121,2,20,21,6,pending,0.9166666666666666
285,UDS (ISO 14229) diagnostics server (Segment 1/6),"Build UDS server supporting key services: 0x10 DiagnosticSession, 0x22 ReadDataByIdentifier, 0x27 SecurityAccess, 0x34-0x37 Download services.",Analyze my UDS service handlers; suggest security best practices for seed-key implementation.,121,2,20,21,7,pending,0.9166666666666666
286,UDS (ISO 14229) diagnostics server (Segment 2/6),"Build UDS server supporting key services: 0x10 DiagnosticSession, 0x22 ReadDataByIdentifier, 0x27 SecurityAccess, 0x34-0x37 Download services.",Analyze my UDS service handlers; suggest security best practices for seed-key implementation.,121,2,20,21,8,pending,0.9166666666666666
287,UDS (ISO 14229) diagnostics server (Segment 3/6),"Build UDS server supporting key services: 0x10 DiagnosticSession, 0x22 ReadDataByIdentifier, 0x27 SecurityAccess, 0x34-0x37 Download services.",Analyze my UDS service handlers; suggest security best practices for seed-key implementation.,122,3,20,21,9,pending,0.9166666666666666
288,UDS (ISO 14229) diagnostics server (Segment 4/6),"Build UDS server supporting key services: 0x10 DiagnosticSession, 0x22 ReadDataByIdentifier, 0x27 SecurityAccess, 0x34-0x37 Download services.",Analyze my UDS service handlers; suggest security best practices for seed-key implementation.,122,3,20,21,10,pending,0.9166666666666666
289,UDS (ISO 14229) diagnostics server (Segment 5/6),"Build UDS server supporting key services: 0x10 DiagnosticSession, 0x22 ReadDataByIdentifier, 0x27 SecurityAccess, 0x34-0x37 Download services.",Analyze my UDS service handlers; suggest security best practices for seed-key implementation.,122,3,20,21,11,pending,0.9166666666666666
290,UDS (ISO 14229) diagnostics server (Segment 6/6),"Build UDS server supporting key services: 0x10 DiagnosticSession, 0x22 ReadDataByIdentifier, 0x27 SecurityAccess, 0x34-0x37 Download services.",Analyze my UDS service handlers; suggest security best practices for seed-key implementation.,122,3,20,21,12,pending,0.9166666666666666
291,UDS diagnostics client/CLI tool (Segment 1/4),"Build PC-side CLI to communicate with ECU via UDS, capture DTCs (0x19), read/write parameters, and perform firmware download via UDS.",Review my UDS CLI tool; suggest ergonomics for scripted testing and logging improvements.,123,4,20,21,13,pending,1.0
292,UDS diagnostics client/CLI tool (Segment 2/4),"Build PC-side CLI to communicate with ECU via UDS, capture DTCs (0x19), read/write parameters, and perform firmware download via UDS.",Review my UDS CLI tool; suggest ergonomics for scripted testing and logging improvements.,123,4,20,21,14,pending,1.0
293,UDS diagnostics client/CLI tool (Segment 3/4),"Build PC-side CLI to communicate with ECU via UDS, capture DTCs (0x19), read/write parameters, and perform firmware download via UDS.",Review my UDS CLI tool; suggest ergonomics for scripted testing and logging improvements.,123,4,20,21,15,pending,1.0
294,UDS diagnostics client/CLI tool (Segment 4/4),"Build PC-side CLI to communicate with ECU via UDS, capture DTCs (0x19), read/write parameters, and perform firmware download via UDS.",Review my UDS CLI tool; suggest ergonomics for scripted testing and logging improvements.,123,4,20,21,16,pending,1.0
295,CAN/UDS network simulation (Segment 1/4),"Use python-can/cantools to simulate bus traffic, error frames, and stress test UDS responses.",Interpret bus load metrics; propose fail-safe behaviors on error passive states.,124,5,20,21,17,pending,0.8833333333333333
296,CAN/UDS network simulation (Segment 2/4),"Use python-can/cantools to simulate bus traffic, error frames, and stress test UDS responses.",Interpret bus load metrics; propose fail-safe behaviors on error passive states.,124,5,20,21,18,pending,0.8833333333333333
297,CAN/UDS network simulation (Segment 3/4),"Use python-can/cantools to simulate bus traffic, error frames, and stress test UDS responses.",Interpret bus load metrics; propose fail-safe behaviors on error passive states.,124,5,20,21,19,pending,0.8666666666666667
298,CAN/UDS network simulation (Segment 4/4),"Use python-can/cantools to simulate bus traffic, error frames, and stress test UDS responses.",Interpret bus load metrics; propose fail-safe behaviors on error passive states.,124,5,20,21,20,pending,0.8666666666666667
299,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",125,6,20,21,21,pending,2.0
300,SiFive/HiFive board definition (Segment 1/6),"Port Zephyr to HiFive Unmatched/1 boards with custom Devicetree, memory maps, and PMP guards.",Review RISC-V board port; spot missing clock domains or peripheral mappings.,127,1,21,22,1,pending,0.9166666666666666
301,SiFive/HiFive board definition (Segment 2/6),"Port Zephyr to HiFive Unmatched/1 boards with custom Devicetree, memory maps, and PMP guards.",Review RISC-V board port; spot missing clock domains or peripheral mappings.,127,1,21,22,2,pending,0.9166666666666666
302,SiFive/HiFive board definition (Segment 3/6),"Port Zephyr to HiFive Unmatched/1 boards with custom Devicetree, memory maps, and PMP guards.",Review RISC-V board port; spot missing clock domains or peripheral mappings.,127,1,21,22,3,pending,0.9166666666666666
303,SiFive/HiFive board definition (Segment 4/6),"Port Zephyr to HiFive Unmatched/1 boards with custom Devicetree, memory maps, and PMP guards.",Review RISC-V board port; spot missing clock domains or peripheral mappings.,127,1,21,22,4,pending,0.9166666666666666
304,SiFive/HiFive board definition (Segment 5/6),"Port Zephyr to HiFive Unmatched/1 boards with custom Devicetree, memory maps, and PMP guards.",Review RISC-V board port; spot missing clock domains or peripheral mappings.,128,2,21,22,5,pending,0.9166666666666666
305,SiFive/HiFive board definition (Segment 6/6),"Port Zephyr to HiFive Unmatched/1 boards with custom Devicetree, memory maps, and PMP guards.",Review RISC-V board port; spot missing clock domains or peripheral mappings.,128,2,21,22,6,pending,0.9166666666666666
306,Open toolchain & debug pipeline (Segment 1/4),"Compare GCC/Newlib vs. LLVM, wire up OpenOCD/J-Link debug scripts, and document flashing recipes.",Inspect toolchain matrix; recommend build flags for fast iteration.,128,2,21,22,7,pending,1.0
307,Open toolchain & debug pipeline (Segment 2/4),"Compare GCC/Newlib vs. LLVM, wire up OpenOCD/J-Link debug scripts, and document flashing recipes.",Inspect toolchain matrix; recommend build flags for fast iteration.,128,2,21,22,8,pending,1.0
308,Open toolchain & debug pipeline (Segment 3/4),"Compare GCC/Newlib vs. LLVM, wire up OpenOCD/J-Link debug scripts, and document flashing recipes.",Inspect toolchain matrix; recommend build flags for fast iteration.,129,3,21,22,9,pending,1.0
309,Open toolchain & debug pipeline (Segment 4/4),"Compare GCC/Newlib vs. LLVM, wire up OpenOCD/J-Link debug scripts, and document flashing recipes.",Inspect toolchain matrix; recommend build flags for fast iteration.,129,3,21,22,10,pending,1.0
310,Performance counters & tracing (Segment 1/4),"Instrument mcycle/minstret counters, PMP faults, and Segger SystemView exporters for RISC-V cores.",Analyze trace captures; highlight stall sources or privilege escalations.,129,3,21,22,11,pending,1.1333333333333333
311,Performance counters & tracing (Segment 2/4),"Instrument mcycle/minstret counters, PMP faults, and Segger SystemView exporters for RISC-V cores.",Analyze trace captures; highlight stall sources or privilege escalations.,130,4,21,22,12,pending,1.1333333333333333
312,Performance counters & tracing (Segment 3/4),"Instrument mcycle/minstret counters, PMP faults, and Segger SystemView exporters for RISC-V cores.",Analyze trace captures; highlight stall sources or privilege escalations.,130,4,21,22,13,pending,1.1166666666666667
313,Performance counters & tracing (Segment 4/4),"Instrument mcycle/minstret counters, PMP faults, and Segger SystemView exporters for RISC-V cores.",Analyze trace captures; highlight stall sources or privilege escalations.,130,4,21,22,14,pending,1.1166666666666667
314,Deep work focus block,Allocate time for deliberate practice or backlog grooming.,Identify one micro-skill to sharpen today and craft an AI-assisted plan.,131,5,21,22,15,pending,0.75
315,Weekly integration & portfolio review,"Summarize lessons, sync repos, publish status update.","Summarize takeaways, log blockers, and queue AI prompts for next sprint in Notion.",132,6,21,22,16,pending,2.0
316,ESP32-C3 dual-stack firmware (Segment 1/4),"Build ESP-IDF/Zephyr targets enabling Wi-Fi + BLE coex, Matter onboarding, and secure DFU paths.",Review dual-stack config; suggest coexistence tuning and RF calibration steps.,134,1,22,23,1,pending,1.1333333333333333
317,ESP32-C3 dual-stack firmware (Segment 2/4),"Build ESP-IDF/Zephyr targets enabling Wi-Fi + BLE coex, Matter onboarding, and secure DFU paths.",Review dual-stack config; suggest coexistence tuning and RF calibration steps.,134,1,22,23,2,pending,1.1333333333333333
318,ESP32-C3 dual-stack firmware (Segment 3/4),"Build ESP-IDF/Zephyr targets enabling Wi-Fi + BLE coex, Matter onboarding, and secure DFU paths.",Review dual-stack config; suggest coexistence tuning and RF calibration steps.,134,1,22,23,3,pending,1.1166666666666667
319,ESP32-C3 dual-stack firmware (Segment 4/4),"Build ESP-IDF/Zephyr targets enabling Wi-Fi + BLE coex, Matter onboarding, and secure DFU paths.",Review dual-stack config; suggest coexistence tuning and RF calibration steps.,135,2,22,23,4,pending,1.1166666666666667
320,lwIP TCP/IP stack deep-dive (Segment 1/5),"Study lwIP internals: netconn/socket API, PBUF management, TCP state machine, DHCP/DNS clients. Trace packet flow through layers.",Review my understanding of lwIP architecture; explain timeout handling and buffer tuning.,135,2,22,23,5,pending,1.0
321,lwIP TCP/IP stack deep-dive (Segment 2/5),"Study lwIP internals: netconn/socket API, PBUF management, TCP state machine, DHCP/DNS clients. Trace packet flow through layers.",Review my understanding of lwIP architecture; explain timeout handling and buffer tuning.,135,2,22,23,6,pending,1.0
322,lwIP TCP/IP stack deep-dive (Segment 3/5),"Study lwIP internals: netconn/socket API, PBUF management, TCP state machine, DHCP/DNS clients. Trace packet flow through layers.",Review my understanding of lwIP architecture; explain timeout handling and buffer tuning.,136,3,22,23,7,pending,1.0
323,lwIP TCP/IP stack deep-dive (Segment 4/5),"Study lwIP internals: netconn/socket API, PBUF management, TCP state machine, DHCP/DNS clients. Trace packet flow through layers.",Review my understanding of lwIP architecture; explain timeout handling and buffer tuning.,136,3,22,23,8,pending,1.0
324,lwIP TCP/IP stack deep-dive (Segment 5/5),"Study lwIP internals: netconn/socket API, PBUF management, TCP state machine, DHCP/DNS clients. Trace packet flow through layers.",Review my understanding of lwIP architecture; explain timeout handling and buffer tuning.,136,3,22,23,9,pending,1.0
325,Wireshark packet capture & analysis (Segment 1/4),"Capture TCP/UDP/ICMP traffic between ESP32 and PC. Analyze TCP handshake, retransmissions, window scaling, and MQTT/HTTP packet structure.",Analyze my Wireshark captures; identify performance issues like small MSS or delayed ACKs.,137,4,22,23,10,pending,1.1333333333333333
326,Wireshark packet capture & analysis (Segment 2/4),"Capture TCP/UDP/ICMP traffic between ESP32 and PC. Analyze TCP handshake, retransmissions, window scaling, and MQTT/HTTP packet structure.",Analyze my Wireshark captures; identify performance issues like small MSS or delayed ACKs.,137,4,22,23,11,pending,1.1333333333333333
